Index,date,regional_code,regional_name,organisation_code,organisation_name,diagnostic_id,diagnostic_test_name,total_waiting_list,number_waiting_6_plus_weeks,number_waiting_13_plus_weeks,percentage_waiting_6_plus_weeks,planned_tests_or_procedures,unscheduled_tests_or_procedures,waiting_list_tests_or_procedures_excluding_planned
5624,01/05/2024,Y56,London ,RAL,Royal Free London NHS Foundation Trust,6,Audiology - Audiology Assessments,323,0,0,0,0,338,596
5650,01/05/2024,Y56,London ,RPG,Oxleas NHS Foundation Trust,6,Audiology - Audiology Assessments,69,62,3,0.899,76,0,24
5656,01/05/2024,Y56,London ,NQV,Bromley Healthcare,6,Audiology - Audiology Assessments,197,55,0,0.279,28,0,108
5662,01/05/2024,Y56,London ,RV3,Central and North West London NHS Foundation Trust,6,Audiology - Audiology Assessments,147,7,0,0.048,0,0,209
5664,01/05/2024,Y56,London ,R1H,Barts Health NHS Trust,6,Audiology - Audiology Assessments,2525,1680,1083,0.665,191,198,1021
5673,01/05/2024,Y56,London ,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,66,2,0,0.03,0,0,920
5677,01/05/2024,Y56,London ,RAT,North East London NHS Foundation Trust,6,Audiology - Audiology Assessments,773,397,84,0.514,67,0,108
5678,01/05/2024,Y56,London ,R1K,London North West University Healthcare NHS Trust,6,Audiology - Audiology Assessments,352,111,66,0.315,0,0,362
5680,01/05/2024,Y56,London ,RJ2,Lewisham and Greenwich NHS Trust,6,Audiology - Audiology Assessments,47,0,0,0,0,0,84
5682,01/05/2024,Y56,London ,RAX,Kingston Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,446,93,2,0.209,134,0,312
5685,01/05/2024,Y56,London ,RJZ,King's College Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,8,4,2,0.5,0,0,15
5686,01/05/2024,Y56,London ,RJ1,Guy's and St Thomas' NHS Foundation Trust,6,Audiology - Audiology Assessments,1198,387,44,0.323,461,2,660
5688,01/05/2024,Y56,London ,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,6,Audiology - Audiology Assessments,29,10,6,0.345,2,10,566
5690,01/05/2024,Y56,London ,RVR,Epsom and St Helier University Hospitals NHS Trust,6,Audiology - Audiology Assessments,229,12,0,0.052,1,0,1488
5692,01/05/2024,Y56,London ,RJ6,Croydon Health Services NHS Trust,6,Audiology - Audiology Assessments,1394,819,212,0.588,0,0,389
8133,01/05/2024,Y60,Midlands ,RYG,Coventry and Warwickshire Partnership NHS Trust,6,Audiology - Audiology Assessments,153,0,0,0,10,0,92
8134,01/05/2024,Y60,Midlands ,RLT,George Eliot Hospital NHS Trust,6,Audiology - Audiology Assessments,0,0,0,0,0,0,111
8135,01/05/2024,Y60,Midlands ,RNQ,Kettering General Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,465,13,5,0.028,419,0,560
8136,01/05/2024,Y60,Midlands ,RT5,Leicestershire Partnership NHS Trust,6,Audiology - Audiology Assessments,2303,1742,1091,0.756,0,0,342
8138,01/05/2024,Y60,Midlands ,RRE,Midlands Partnership NHS Foundation Trust,6,Audiology - Audiology Assessments,1087,883,715,0.812,45,0,131
8139,01/05/2024,Y60,Midlands ,RNS,Northampton General Hospital NHS Trust,6,Audiology - Audiology Assessments,389,213,0,0.548,274,5,781
8140,01/05/2024,Y60,Midlands ,RX1,Nottingham University Hospitals NHS Trust,6,Audiology - Audiology Assessments,1978,1318,533,0.666,374,0,517
8141,01/05/2024,Y60,Midlands ,RXK,Sandwell and West Birmingham Hospitals NHS Trust,6,Audiology - Audiology Assessments,816,289,19,0.354,139,0,883
8142,01/05/2024,Y60,Midlands ,NXX,Scrivens Ltd,6,Audiology - Audiology Assessments,2290,8,0,0.003,0,0,2290
8143,01/05/2024,Y60,Midlands ,RK5,Sherwood Forest Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,580,5,2,0.009,0,0,458
8145,01/05/2024,Y60,Midlands ,R1D,Shropshire Community Health NHS Trust,6,Audiology - Audiology Assessments,438,71,4,0.162,15,0,161
8162,01/05/2024,Y60,Midlands ,RFS,Chesterfield Royal Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,1883,1377,790,0.731,626,0,320
8163,01/05/2024,Y60,Midlands ,RQ3,Birmingham Women's and Children's NHS Foundation Trust,6,Audiology - Audiology Assessments,213,11,0,0.052,241,0,471
8363,01/05/2024,Y60,Midlands ,RL4,The Royal Wolverhampton NHS Trust,6,Audiology - Audiology Assessments,544,162,24,0.298,503,0,344
8364,01/05/2024,Y60,Midlands ,RXW,The Shrewsbury and Telford Hospital NHS Trust,6,Audiology - Audiology Assessments,2438,1462,371,0.6,28,38,978
8367,01/05/2024,Y60,Midlands ,RJE,University Hospitals of North Midlands NHS Trust,6,Audiology - Audiology Assessments,445,16,2,0.036,0,0,334
8379,01/05/2024,Y60,Midlands ,RJC,South Warwickshire University NHS Foundation Trust,6,Audiology - Audiology Assessments,352,170,50,0.483,92,507,359
8381,01/05/2024,Y60,Midlands ,RWE,University Hospitals of Leicester NHS Trust,6,Audiology - Audiology Assessments,1550,450,0,0.29,0,0,1427
8384,01/05/2024,Y60,Midlands ,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,6,Audiology - Audiology Assessments,1444,914,557,0.633,157,298,785
8388,01/05/2024,Y60,Midlands ,RKB,University Hospitals Coventry and Warwickshire NHS Trust,6,Audiology - Audiology Assessments,729,350,165,0.48,0,0,720
8393,01/05/2024,Y60,Midlands ,RRK,University Hospitals Birmingham NHS Foundation Trust,6,Audiology - Audiology Assessments,585,194,26,0.332,932,0,0
8395,01/05/2024,Y60,Midlands ,RWD,United Lincolnshire Hospitals NHS Trust,6,Audiology - Audiology Assessments,1134,597,169,0.526,5,15,439
8397,01/05/2024,Y60,Midlands ,RWP,Worcestershire Acute Hospitals NHS Trust,6,Audiology - Audiology Assessments,1175,287,74,0.244,0,0,898
8440,01/05/2024,Y60,Midlands ,NYN,Specsavers Hearcare Group Ltd,6,Audiology - Audiology Assessments,5286,438,4,0.083,20881,0,0
8466,01/05/2024,Y60,Midlands ,RLQ,Wye Valley NHS Trust,6,Audiology - Audiology Assessments,397,150,50,0.378,1,0,254
8520,01/05/2024,Y60,Midlands ,RNA,The Dudley Group NHS Foundation Trust,6,Audiology - Audiology Assessments,562,123,0,0.219,7,0,329
8550,01/05/2024,Y60,Midlands ,RBK,Walsall Healthcare NHS Trust,6,Audiology - Audiology Assessments,196,3,0,0.015,2,0,693
15145,01/05/2024,Y63,North East and Yorkshire ,RCF,Airedale NHS Foundation Trust,6,Audiology - Audiology Assessments,518,39,7,0.075,19,0,339
15364,01/05/2024,Y63,North East and Yorkshire ,RAE,Bradford Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,832,232,16,0.279,0,0,0
15365,01/05/2024,Y63,North East and Yorkshire ,RWY,Calderdale and Huddersfield NHS Foundation Trust,6,Audiology - Audiology Assessments,173,0,0,0,95,0,555
15367,01/05/2024,Y63,North East and Yorkshire ,RXP,County Durham and Darlington NHS Foundation Trust,6,Audiology - Audiology Assessments,207,0,0,0,421,0,1113
15369,01/05/2024,Y63,North East and Yorkshire ,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,2156,1968,1686,0.913,0,0,402
15370,01/05/2024,Y63,North East and Yorkshire ,RR7,Gateshead Health NHS Foundation Trust,6,Audiology - Audiology Assessments,672,330,55,0.491,1,0,1023
15371,01/05/2024,Y63,North East and Yorkshire ,RCD,Harrogate and District NHS Foundation Trust,6,Audiology - Audiology Assessments,507,352,172,0.694,0,0,758
15372,01/05/2024,Y63,North East and Yorkshire ,RWA,Hull University Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,341,7,1,0.021,0,0,524
15374,01/05/2024,Y63,North East and Yorkshire ,RY6,Leeds Community Healthcare NHS Trust,6,Audiology - Audiology Assessments,991,710,378,0.716,185,0,158
15375,01/05/2024,Y63,North East and Yorkshire ,B86059,Meanwood Health Centre,6,Audiology - Audiology Assessments,0,0,0,0,38,0,128
15376,01/05/2024,Y63,North East and Yorkshire ,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,3857,2889,1727,0.749,0,0,983
15377,01/05/2024,Y63,North East and Yorkshire ,RXF,Mid Yorkshire Teaching NHS Trust,6,Audiology - Audiology Assessments,449,0,0,0,147,0,797
15378,01/05/2024,Y63,North East and Yorkshire ,RNN,North Cumbria Integrated Care NHS Foundation Trust,6,Audiology - Audiology Assessments,533,57,4,0.107,186,23,618
15379,01/05/2024,Y63,North East and Yorkshire ,RVW,North Tees and Hartlepool NHS Foundation Trust,6,Audiology - Audiology Assessments,186,26,5,0.14,0,0,356
15380,01/05/2024,Y63,North East and Yorkshire ,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,6,Audiology - Audiology Assessments,1316,563,46,0.428,0,0,489
15381,01/05/2024,Y63,North East and Yorkshire ,NQH,Novus Health Ltd,6,Audiology - Audiology Assessments,0,0,0,0,244,21,232
15382,01/05/2024,Y63,North East and Yorkshire ,NEQ,Phoenix Health Solutions Limited HQ,6,Audiology - Audiology Assessments,10,4,0,0.4,0,0,0
15383,01/05/2024,Y63,North East and Yorkshire ,RCU,Sheffield Children's NHS Foundation Trust,6,Audiology - Audiology Assessments,271,4,1,0.015,542,0,328
15384,01/05/2024,Y63,North East and Yorkshire ,RR8,Leeds Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,477,71,0,0.149,0,1,349
15385,01/05/2024,Y63,North East and Yorkshire ,NID,The Living Care Group,6,Audiology - Audiology Assessments,0,0,0,0,73,0,0
15409,01/05/2024,Y63,North East and Yorkshire ,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,104,11,2,0.106,0,0,182
15411,01/05/2024,Y63,North East and Yorkshire ,RTR,South Tees Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,893,332,62,0.372,55,0,918
15412,01/05/2024,Y63,North East and Yorkshire ,RXG,South West Yorkshire Partnership NHS Foundation Trust,6,Audiology - Audiology Assessments,228,73,2,0.32,100,0,106
15437,01/05/2024,Y63,North East and Yorkshire ,NT351,Spire Hull and East Riding Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,2
15438,01/05/2024,Y63,North East and Yorkshire ,NX2,Minor Ops Ltd,6,Audiology - Audiology Assessments,8,0,0,0,0,0,39
15439,01/05/2024,Y63,North East and Yorkshire ,RFR,The Rotherham NHS Foundation Trust,6,Audiology - Audiology Assessments,415,0,0,0,29,0,555
15440,01/05/2024,Y63,North East and Yorkshire ,RFF,Barnsley Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,127,3,0,0.024,349,0,0
15441,01/05/2024,Y63,North East and Yorkshire ,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,943,400,358,0.424,76,0,485
15458,01/05/2024,Y63,North East and Yorkshire ,R0B,South Tyneside and Sunderland NHS Foundation Trust,6,Audiology - Audiology Assessments,852,297,65,0.349,0,0,1189
20163,01/05/2024,Y62,North West ,NVG01,Fairfield Hospital,6,Audiology - Audiology Assessments,28,0,0,0,0,0,20
21011,01/05/2024,Y62,North West ,NRP,Beacon Medical Services Group Limited,6,Audiology - Audiology Assessments,0,0,0,0,95,0,132
21013,01/05/2024,Y62,North West ,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,432,71,1,0.164,401,0,380
21032,01/05/2024,Y62,North West ,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,355,13,0,0.037,0,0,928
21034,01/05/2024,Y62,North West ,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,6,Audiology - Audiology Assessments,298,4,0,0.013,0,0,993
21035,01/05/2024,Y62,North West ,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,6,Audiology - Audiology Assessments,66,1,0,0.015,30,0,373
21036,01/05/2024,Y62,North West ,RBT,Mid Cheshire Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,541,1,0,0.002,0,0,621
21117,01/05/2024,Y62,North West ,RMC,Bolton NHS Foundation Trust,6,Audiology - Audiology Assessments,335,21,5,0.063,0,0,749
21118,01/05/2024,Y62,North West ,RY2,Bridgewater Community Healthcare NHS Foundation Trust,6,Audiology - Audiology Assessments,396,194,44,0.49,254,0,259
21120,01/05/2024,Y62,North West ,RJR,Countess of Chester Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,447,215,27,0.481,461,0,225
21202,01/05/2024,Y62,North West ,RXR,East Lancashire Hospitals NHS Trust,6,Audiology - Audiology Assessments,313,25,7,0.08,0,0,615
21208,01/05/2024,Y62,North West ,RBL,Wirral University Teaching Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,0,0,0,0,44,0,46
21209,01/05/2024,Y62,North West ,RWJ,Stockport NHS Foundation Trust,6,Audiology - Audiology Assessments,770,440,277,0.571,0,0,167
21220,01/05/2024,Y62,North West ,NT339,Spire Regency Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,14
21223,01/05/2024,Y62,North West ,NPF01,The Industrial Diagnostics Company,6,Audiology - Audiology Assessments,20,0,0,0,0,0,40
21226,01/05/2024,Y62,North West ,RJN,East Cheshire NHS Trust,6,Audiology - Audiology Assessments,364,100,3,0.275,0,0,419
21229,01/05/2024,Y62,North West ,NT324,Spire Cheshire Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,15
21231,01/05/2024,Y62,North West ,REM,Liverpool University Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,133,15,1,0.113,230,1,525
21232,01/05/2024,Y62,North West ,R0A,Manchester University NHS Foundation Trust,6,Audiology - Audiology Assessments,982,105,0,0.107,78,0,407
21233,01/05/2024,Y62,North West ,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,694,80,4,0.115,141,0,722
21234,01/05/2024,Y62,North West ,RM3,Northern Care Alliance NHS Foundation Trust,6,Audiology - Audiology Assessments,1713,408,14,0.238,361,0,1092
21235,01/05/2024,Y62,North West ,DXV,Omnes Healthcare Ltd,6,Audiology - Audiology Assessments,128,44,15,0.344,26,0,0
21238,01/05/2024,Y62,North West ,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,438,208,39,0.475,0,0,616
21266,01/05/2024,Y62,North West ,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",6,Audiology - Audiology Assessments,266,9,2,0.034,208,0,795
21270,01/05/2024,Y62,North West ,NT337,Spire Liverpool Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,39
23903,01/05/2024,Y59,South East ,NVM,Epsomedical Group,6,Audiology - Audiology Assessments,8,1,0,0.125,31,0,3
23906,01/05/2024,Y59,South East ,NDJ,First Community Health and Care CIC,6,Audiology - Audiology Assessments,612,384,192,0.627,268,0,0
23910,01/05/2024,Y59,South East ,RN5,Hampshire Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,936,75,8,0.08,0,0,884
23914,01/05/2024,Y59,South East ,RWX,Berkshire Healthcare NHS Foundation Trust,6,Audiology - Audiology Assessments,577,167,0,0.289,369,166,0
23939,01/05/2024,Y59,South East ,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,241,2,0,0.008,2,3,362
23941,01/05/2024,Y59,South East ,NWF01,Benenden Hospital,6,Audiology - Audiology Assessments,0,0,0,0,22,0,0
23942,01/05/2024,Y59,South East ,RXQ,Buckinghamshire Healthcare NHS Trust,6,Audiology - Audiology Assessments,531,66,5,0.124,512,0,0
23943,01/05/2024,Y59,South East ,RVV,East Kent Hospitals University NHS Foundation Trust,6,Audiology - Audiology Assessments,424,168,27,0.396,0,0,203
23945,01/05/2024,Y59,South East ,RXC,East Sussex Healthcare NHS Trust,6,Audiology - Audiology Assessments,486,66,8,0.136,0,0,1103
23946,01/05/2024,Y59,South East ,NWT,Action For Deafness,6,Audiology - Audiology Assessments,530,0,0,0,0,0,422
23949,01/05/2024,Y59,South East ,RHW,Royal Berkshire NHS Foundation Trust,6,Audiology - Audiology Assessments,709,220,49,0.31,133,0,749
23950,01/05/2024,Y59,South East ,NV1,Inhealth Limited,6,Audiology - Audiology Assessments,1497,207,60,0.138,0,0,1467
23952,01/05/2024,Y59,South East ,RDU,Frimley Health NHS Foundation Trust,6,Audiology - Audiology Assessments,459,170,42,0.37,0,0,0
23970,01/05/2024,Y59,South East ,RYY,Kent Community Health NHS Foundation Trust,6,Audiology - Audiology Assessments,795,26,0,0.033,364,0,375
23971,01/05/2024,Y59,South East ,RYR,University Hospitals Sussex NHS Foundation Trust,6,Audiology - Audiology Assessments,430,214,101,0.498,386,693,1091
23974,01/05/2024,Y59,South East ,RA2,Royal Surrey County Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,275,196,64,0.713,0,0,248
23976,01/05/2024,Y59,South East ,RW1,Southern Health NHS Foundation Trust,6,Audiology - Audiology Assessments,120,0,0,0,0,0,184
23978,01/05/2024,Y59,South East ,RDR,Sussex Community NHS Foundation Trust,6,Audiology - Audiology Assessments,285,8,0,0.028,0,0,228
23981,01/05/2024,Y59,South East ,G82050,Sydenham House Medical Centre,6,Audiology - Audiology Assessments,0,0,0,0,11,0,0
23982,01/05/2024,Y59,South East ,RHU,Portsmouth Hospitals University National Health Service Trust,6,Audiology - Audiology Assessments,2368,1381,500,0.583,0,0,323
23987,01/05/2024,Y59,South East ,RHM,University Hospital Southampton NHS Foundation Trust,6,Audiology - Audiology Assessments,378,8,0,0.021,97,0,258
24438,01/05/2024,Y59,South East ,RWF,Maidstone and Tunbridge Wells NHS Trust,6,Audiology - Audiology Assessments,691,0,0,0,0,2,943
24439,01/05/2024,Y59,South East ,RPA,Medway NHS Foundation Trust,6,Audiology - Audiology Assessments,746,102,2,0.137,30,291,644
24440,01/05/2024,Y59,South East ,RTH,Oxford University Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,2482,2210,1739,0.89,25,15,138
28324,01/05/2024,Y58,South West ,NCL01,Express Diagnostics (Derriford),6,Audiology - Audiology Assessments,115,0,0,0,0,0,211
28326,01/05/2024,Y58,South West ,RTE,Gloucestershire Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,1272,227,17,0.178,0,0,995
28327,01/05/2024,Y58,South West ,RN3,Great Western Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,854,136,26,0.159,393,0,870
28375,01/05/2024,Y58,South West ,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,6,Audiology - Audiology Assessments,1486,247,57,0.166,0,0,1721
28378,01/05/2024,Y58,South West ,RA9,Torbay and South Devon NHS Foundation Trust,6,Audiology - Audiology Assessments,581,62,4,0.107,0,0,959
28389,01/05/2024,Y58,South West ,NFC01,The Outside Clinic HQ,6,Audiology - Audiology Assessments,3270,1457,478,0.446,0,0,1080
28390,01/05/2024,Y58,South West ,NQT5K,St Martins Hospital,6,Audiology - Audiology Assessments,670,346,84,0.516,347,0,314
28399,01/05/2024,Y58,South West ,RK9,University Hospitals Plymouth NHS Trust,6,Audiology - Audiology Assessments,518,13,0,0.025,0,0,1219
28411,01/05/2024,Y58,South West ,REF,Royal Cornwall Hospitals NHS Trust,6,Audiology - Audiology Assessments,329,55,1,0.167,171,251,382
28499,01/05/2024,Y58,South West ,RDY,Dorset Healthcare University NHS Foundation Trust,6,Audiology - Audiology Assessments,1854,679,32,0.366,0,0,896
28534,01/05/2024,Y58,South West ,RH5,Somerset NHS Foundation Trust,6,Audiology - Audiology Assessments,993,134,13,0.135,32,0,859
28675,01/05/2024,Y58,South West ,RNZ,Salisbury NHS Foundation Trust,6,Audiology - Audiology Assessments,652,123,42,0.189,49,0,287
28677,01/05/2024,Y58,South West ,RD1,Royal United Hospitals Bath NHS Foundation Trust,6,Audiology - Audiology Assessments,197,7,0,0.036,142,2,366
28678,01/05/2024,Y58,South West ,RH8,Royal Devon University Healthcare NHS Foundation Trust,6,Audiology - Audiology Assessments,318,6,0,0.019,0,0,285
28684,01/05/2024,Y58,South West ,NX0,Chime Social Enterprise,6,Audiology - Audiology Assessments,3430,2541,1735,0.741,710,0,0
507,01/06/2024,Y61,East of England ,RWG,West Hertfordshire Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,1014,470,75,0.464,0,0,176
962,01/06/2024,Y61,East of England ,RQW,The Princess Alexandra Hospital NHS Trust,6,Audiology - Audiology Assessments,1045,802,517,0.767,254,0,86
